lambda_vector;mu_a_Oxy;mu_a_Deoxy;mu_a_Fat;mu_a_Water;mu_a_Mel;mu_a_Baseline;mu_a_StratumCorneum;mu_a_Epidermis;mu_a_PapiDermis;mu_a_UpBloodDermis;mu_a_RetiDermis;mu_a_DeepBloodDermis;mu_a_FatDermis
400;0.14376528;1.44E-05;0.00085;4.97E-08;0.142785519;0.000231942;0.000115996;0.003036635;0.004994824;0.024486947;0.004948445;0.012266688;0.006832637
401;0.14862312;1.49E-05;0.000849241;4.90E-08;0.141603235;0.00022883;0.00011444;0.003010562;0.005158562;0.025312172;0.005112805;0.012678988;0.007038454
402;0.15348096;1.53E-05;0.000848483;4.83E-08;0.140433648;0.000225765;0.000112907;0.00298478;0.005322321;0.026137406;0.005277178;0.013091299;0.007244271
403;0.1600938;1.60E-05;0.000847724;4.76E-08;0.139276592;0.000222746;0.000111397;0.002959284;0.005545772;0.027261004;0.005501233;0.013652796;0.007524677
404;0.16670664;1.67E-05;0.000846966;4.69E-08;0.138131901;0.000219773;0.00010991;0.00293407;0.005769245;0.028384612;0.0057253;0.014214302;0.007805083
405;0.17898948;1.79E-05;0.000846207;4.62E-08;0.136999414;0.000216844;0.000108445;0.002909136;0.006185521;0.030472145;0.006142161;0.015257775;0.008326468
406;0.19127232;1.91E-05;0.000845448;4.57E-08;0.135878969;0.000213959;0.000107002;0.002884476;0.006601817;0.032559687;0.006559035;0.016301258;0.008847853
407;0.20966256;2.10E-05;0.00084469;4.52E-08;0.134770411;0.000211117;0.000105581;0.002860088;0.007225789;0.035685515;0.007183575;0.017863887;0.009628807
408;0.2280528;2.28E-05;0.000843931;4.46E-08;0.133673584;0.000208317;0.000104181;0.002835968;0.00784978;0.03881135;0.007808126;0.019426525;0.010409761
409;0.2400732;2.40E-05;0.000843172;4.41E-08;0.132588336;0.00020556;0.000102802;0.002812112;0.008257213;0.040854303;0.008216109;0.020447725;0.010919992
410;0.2520936;2.52E-05;0.000842414;4.36E-08;0.131514517;0.000202844;0.000101444;0.002788517;0.008664664;0.042897263;0.008624104;0.021468933;0.011430223
411;0.2611008;2.61E-05;0.000841655;4.30E-08;0.130451978;0.000200169;0.000100106;0.00276518;0.008969683;0.044427979;0.008929658;0.022234023;0.011812391
412;0.270108;2.70E-05;0.000840897;4.24E-08;0.129400575;0.000197534;9.88E-05;0.002742096;0.009274721;0.045958702;0.009235222;0.022999122;0.012194559
413;0.2766096;2.77E-05;0.000840138;4.18E-08;0.128360164;0.000194938;9.75E-05;0.002719263;0.009494585;0.047063474;0.009455605;0.023551248;0.012470237
414;0.2831112;2.83E-05;0.000839379;4.11E-08;0.127330604;0.000192381;9.62E-05;0.002696678;0.009714467;0.048168254;0.009675999;0.024103382;0.012745915
415;0.2824632;2.82E-05;0.000838621;4.05E-08;0.126311756;0.000189863;9.50E-05;0.002674336;0.009691275;0.048057588;0.009653311;0.024047797;0.012717729
416;0.2818152;2.82E-05;0.000837862;4.00E-08;0.125303483;0.000187382;9.37E-05;0.002652236;0.009668102;0.04794693;0.009630633;0.023992219;0.012689544
417;0.280098;2.80E-05;0.000837103;3.94E-08;0.124305651;0.000184939;9.25E-05;0.002630373;0.009608592;0.047654512;0.009571612;0.023845765;0.012615917
418;0.2783808;2.78E-05;0.000836345;3.88E-08;0.123318126;0.000182532;9.13E-05;0.002608745;0.009549098;0.047362101;0.0095126;0.023699319;0.01254229
419;0.2688876;2.69E-05;0.000835586;3.82E-08;0.122340778;0.000180161;9.01E-05;0.002587349;0.009225233;0.045747754;0.009189208;0.022891908;0.012138177
420;0.2593944;2.59E-05;0.000834828;3.77E-08;0.121373478;0.000177826;8.89E-05;0.002566181;0.008901384;0.044133414;0.008865826;0.022084505;0.011734064
421;0.2463048;2.46E-05;0.000834069;3.70E-08;0.1204161;0.000175526;8.78E-05;0.002545239;0.008455271;0.041907682;0.008420174;0.020971409;0.011177101
422;0.2332152;2.33E-05;0.00083331;3.64E-08;0.119468517;0.00017326;8.66E-05;0.00252452;0.008009175;0.039681958;0.00797453;0.019858319;0.010620138
423;0.21819132;2.18E-05;0.000832552;3.58E-08;0.118530608;0.000171028;8.55E-05;0.002504021;0.007497327;0.037127406;0.007463128;0.01858082;0.009980967
424;0.20316744;2.03E-05;0.000831793;3.52E-08;0.117602251;0.00016883;8.44E-05;0.002483739;0.006985494;0.034572861;0.006951735;0.017303328;0.009341796
425;0.18961236;1.90E-05;0.000831034;3.46E-08;0.116683326;0.000166665;8.33E-05;0.002463672;0.006523617;0.032268024;0.006490291;0.016150692;0.00876505
426;0.17605728;1.76E-05;0.000830276;3.39E-08;0.115773715;0.000164532;8.23E-05;0.002443816;0.006061755;0.029963192;0.006028855;0.014998063;0.008188304
427;0.16446888;1.64E-05;0.000829517;3.32E-08;0.114873304;0.000162431;8.12E-05;0.002424169;0.005666775;0.027992709;0.005634296;0.014012611;0.007695144
428;0.15288048;1.53E-05;0.000828759;3.25E-08;0.113981977;0.000160362;8.02E-05;0.002404728;0.005271811;0.026022232;0.005239745;0.013027165;0.007201983
429;0.14287968;1.43E-05;0.000828;3.18E-08;0.113099622;0.000158323;7.92E-05;0.002385491;0.004930839;0.024321658;0.004899181;0.012176674;0.006776297
430;0.13287888;1.33E-05;0.0008216;3.14E-08;0.112226128;0.000156315;7.82E-05;0.002366455;0.004589882;0.02262109;0.004558626;0.011326189;0.006345815
431;0.12425184;1.24E-05;0.0008158;3.10E-08;0.111361386;0.000154338;7.72E-05;0.002347617;0.004295648;0.021154072;0.004264787;0.010592482;0.005974229
432;0.1156248;1.16E-05;0.0008069;3.06E-08;0.110505287;0.00015239;7.62E-05;0.002328976;0.004001427;0.019687059;0.003970955;0.009858781;0.005600009
433;0.10245204;1.02E-05;0.0007927;3.02E-08;0.109657727;0.000150471;7.53E-05;0.002310528;0.003552662;0.017447266;0.003522574;0.008738692;0.005028087
434;0.08927928;8.93E-06;0.0007832;2.98E-08;0.108818601;0.000148581;7.43E-05;0.002292271;0.003103911;0.015207479;0.003074201;0.00761861;0.004460159
435;0.08050104;8.05E-06;0.0007721;2.94E-08;0.107987804;0.000146719;7.34E-05;0.002274203;0.002804589;0.01371478;0.002775251;0.006872074;0.004077643
436;0.0717228;7.17E-06;0.0007652;2.89E-08;0.107165236;0.000144885;7.25E-05;0.002256321;0.00250528;0.012222086;0.002476309;0.006125543;0.003698696
437;0.0680292;6.80E-06;0.0007623;2.84E-08;0.106350797;0.000143079;7.16E-05;0.002238623;0.002378864;0.011593801;0.002350254;0.00581122;0.00353925
438;0.0643356;6.43E-06;0.000756;2.79E-08;0.105544388;0.000141299;7.07E-05;0.002221107;0.002252461;0.010965522;0.002224206;0.005496902;0.003376914
439;0.0598644;5.99E-06;0.0007474;2.74E-08;0.104745912;0.000139547;6.98E-05;0.00220377;0.002099631;0.010205053;0.002071727;0.005116492;0.003179575
440;0.0553932;5.54E-06;0.0007383;2.69E-08;0.103955273;0.000137821;6.89E-05;0.002186611;0.001946813;0.00944459;0.001919254;0.004736088;0.00298181
441;0.0527472;5.27E-06;0.0007244;2.64E-08;0.103172376;0.00013612;6.81E-05;0.002169627;0.001856065;0.008994422;0.001828846;0.004510834;0.002857538
442;0.0501012;5.01E-06;0.0007104;2.59E-08;0.102397129;0.000134445;6.72E-05;0.002152815;0.001765329;0.008544259;0.001738445;0.004285584;0.002733181
443;0.04704048;4.70E-06;0.0007;2.55E-08;0.101629439;0.000132795;6.64E-05;0.002136174;0.001660503;0.008023597;0.001633949;0.004025088;0.002594258
444;0.04397976;4.40E-06;0.0006899;2.50E-08;0.100869216;0.00013117;6.56E-05;0.002119702;0.001555689;0.00750294;0.00152946;0.003764597;0.00245559
445;0.04259736;4.26E-06;0.0006811;2.45E-08;0.100116371;0.00012957;6.48E-05;0.002103397;0.00150795;0.007267608;0.001482041;0.003646771;0.002389357
446;0.04121496;4.12E-06;0.0006729;2.42E-08;0.099370816;0.000127993;6.40E-05;0.002087256;0.001460222;0.00703228;0.001434628;0.003528949;0.002323634
447;0.03870936;3.87E-06;0.0006659;2.38E-08;0.098632464;0.00012644;6.32E-05;0.002071277;0.001374316;0.00660601;0.001349032;0.003315658;0.002211194
448;0.03620376;3.62E-06;0.0006571;2.34E-08;0.09790123;0.00012491;6.25E-05;0.002055459;0.00128842;0.006179744;0.001263443;0.003102372;0.002097224
449;0.0350622;3.51E-06;0.0006464;2.30E-08;0.09717703;0.000123403;6.17E-05;0.0020398;0.001248913;0.005985374;0.001224237;0.003005036;0.002039612
450;0.03392064;3.39E-06;0.0006375;2.26E-08;0.096459779;0.000121919;6.10E-05;0.002024297;0.001209416;0.005791008;0.001185037;0.002907705;0.00198353
451;0.0328536;3.29E-06;0.0006291;2.24E-08;0.095749398;0.000120457;6.02E-05;0.002008949;0.001172463;0.005609315;0.001148377;0.002816712;0.00193104
452;0.03178656;3.18E-06;0.000621;2.22E-08;0.095045804;0.000119017;5.95E-05;0.001993754;0.001135521;0.005427627;0.001111722;0.002725724;0.001878805
453;0.03035232;3.04E-06;0.0006135;2.20E-08;0.094348918;0.000117598;5.88E-05;0.001978709;0.001086103;0.005183518;0.001062588;0.002603528;0.001811474
454;0.02891808;2.89E-06;0.0006049;2.17E-08;0.093658661;0.000116201;5.81E-05;0.001963814;0.001036695;0.004939414;0.00101346;0.002481336;0.001743207
455;0.02782296;2.78E-06;0.000595;2.15E-08;0.092974957;0.000114825;5.74E-05;0.001949067;0.000998827;0.004752965;0.000975867;0.002387973;0.001688249
456;0.02672784;2.67E-06;0.0005837;2.14E-08;0.092297728;0.000113469;5.67E-05;0.001934465;0.000960969;0.00456652;0.000938279;0.002294615;0.0016321
457;0.02618784;2.62E-06;0.0005751;2.12E-08;0.091626899;0.000112134;5.61E-05;0.001920006;0.000941994;0.004474451;0.000919572;0.002248447;0.00160184
458;0.02564784;2.56E-06;0.0005663;2.11E-08;0.090962397;0.000110818;5.54E-05;0.00190569;0.000923029;0.004382386;0.000900869;0.002202283;0.00157141
459;0.02483352;2.48E-06;0.0005593;2.09E-08;0.090304147;0.000109523;5.48E-05;0.001891515;0.000894745;0.00424369;0.000872845;0.002132806;0.00153085
460;0.0240192;2.40E-06;0.0005523;2.07E-08;0.089652077;0.000108247;5.41E-05;0.001877478;0.000866471;0.004104998;0.000844826;0.002063332;0.001490291
461;0.023166;2.32E-06;0.0005413;2.07E-08;0.089006117;0.000106989;5.35E-05;0.001863578;0.000836883;0.0039597;0.00081549;0.001990557;0.001444679
462;0.0223128;2.23E-06;0.0005288;2.06E-08;0.088366195;0.000105751;5.29E-05;0.001849814;0.000807304;0.003814406;0.000786158;0.001917786;0.001397793
463;0.021904344;2.19E-06;0.0005144;2.05E-08;0.087732244;0.000104532;5.23E-05;0.001836184;0.000792856;0.003744723;0.000771953;0.001882823;0.001368193
464;0.021495888;2.15E-06;0.0004985;2.04E-08;0.087104193;0.00010333;5.17E-05;0.001822686;0.000778415;0.003675044;0.000757753;0.001847863;0.001337318
465;0.020757708;2.08E-06;0.0004846;2.03E-08;0.086481976;0.000102147;5.11E-05;0.001809318;0.000752772;0.003549314;0.000732347;0.00178488;0.00129413
466;0.020019528;2.00E-06;0.000472;2.01E-08;0.085865526;0.000100981;5.05E-05;0.00179608;0.000727137;0.003423588;0.000706945;0.0017219;0.001252047
467;0.01942488;1.94E-06;0.0004594;2.00E-08;0.085254777;9.98E-05;4.99E-05;0.001782969;0.000706391;0.003322267;0.000686428;0.001671125;0.001216064
468;0.018830232;1.88E-06;0.0004513;1.98E-08;0.084649665;9.87E-05;4.94E-05;0.001769985;0.000685652;0.003220948;0.000665916;0.001620352;0.001183906
469;0.0183816;1.84E-06;0.0004434;1.97E-08;0.084050126;9.76E-05;4.88E-05;0.001757125;0.000669886;0.003144457;0.000650372;0.001581995;0.001158124
470;0.017932968;1.79E-06;0.0004327;1.95E-08;0.083456097;9.65E-05;4.83E-05;0.001744389;0.000654127;0.003067968;0.000634833;0.001543641;0.001129962
471;0.017503884;1.75E-06;0.0004208;1.93E-08;0.082867515;9.54E-05;4.77E-05;0.001731774;0.000639041;0.002994806;0.000619963;0.001506952;0.00110161
472;0.0170748;1.71E-06;0.0004084;1.91E-08;0.082284319;9.43E-05;4.72E-05;0.00171928;0.000623962;0.002921648;0.000605097;0.001470266;0.001072834
473;0.016668072;1.67E-06;0.0003961;1.89E-08;0.081706449;9.33E-05;4.67E-05;0.001706904;0.000609651;0.002852293;0.000590995;0.001435484;0.001045092
474;0.016261344;1.63E-06;0.0003843;1.87E-08;0.081133845;9.23E-05;4.61E-05;0.001694647;0.000595346;0.002782941;0.000576897;0.001400705;0.001017776
475;0.015920388;1.59E-06;0.0003732;1.85E-08;0.080566448;9.12E-05;4.56E-05;0.001682505;0.000583285;0.002724774;0.00056504;0.001371519;0.00099385
476;0.015579432;1.56E-06;0.0003635;1.85E-08;0.080004199;9.02E-05;4.51E-05;0.001670478;0.000571232;0.00266661;0.000553187;0.001342337;0.000971114
477;0.015273576;1.53E-06;0.0003534;1.86E-08;0.079447042;8.93E-05;4.46E-05;0.001658565;0.000560378;0.002614416;0.000542531;0.001316141;0.00094953
478;0.01496772;1.50E-06;0.0003452;1.86E-08;0.07889492;8.83E-05;4.42E-05;0.001646764;0.000549532;0.002562225;0.000531879;0.001289949;0.000929561
479;0.014673744;1.47E-06;0.0003386;1.86E-08;0.078347777;8.73E-05;4.37E-05;0.001635074;0.000539096;0.002512057;0.000521634;0.001264769;0.000911457
480;0.014379768;1.44E-06;0.0003315;1.86E-08;0.077805557;8.64E-05;4.32E-05;0.001623494;0.000528667;0.002461892;0.000511394;0.001239592;0.000892928
481;0.014129316;1.41E-06;0.0003261;1.86E-08;0.077268206;8.55E-05;4.27E-05;0.001612022;0.000519724;0.002419128;0.000502636;0.001218117;0.000877693
482;0.013878864;1.39E-06;0.0003192;1.86E-08;0.076735672;8.45E-05;4.23E-05;0.001600658;0.000510787;0.002376367;0.000493883;0.001196645;0.000861184
483;0.01373814;1.37E-06;0.0003109;1.86E-08;0.076207899;8.36E-05;4.18E-05;0.001589399;0.000505588;0.002352264;0.000488864;0.001184503;0.000848148
484;0.013597416;1.36E-06;0.0003013;1.85E-08;0.075684837;8.27E-05;4.14E-05;0.001578245;0.000500394;0.002328163;0.000483848;0.001172364;0.000834007
485;0.0134595;1.35E-06;0.0002919;1.85E-08;0.075166434;8.19E-05;4.09E-05;0.001567195;0.000495303;0.002304541;0.000478931;0.001160466;0.000820156
486;0.013321584;1.33E-06;0.0002832;1.86E-08;0.074652638;8.10E-05;4.05E-05;0.001556247;0.000490217;0.002280923;0.000474018;0.00114857;0.000806899
487;0.013187988;1.32E-06;0.000275;1.87E-08;0.074143399;8.02E-05;4.01E-05;0.0015454;0.000485284;0.002258042;0.000469255;0.001137045;0.000794251
488;0.013054392;1.31E-06;0.0002676;1.87E-08;0.073638669;7.93E-05;3.97E-05;0.001534653;0.000480358;0.002235163;0.000464496;0.001125522;0.000782283
489;0.012921984;1.29E-06;0.0002597;1.88E-08;0.073138397;7.85E-05;3.93E-05;0.001524005;0.000475477;0.002212488;0.00045978;0.001114102;0.000769941
490;0.012789576;1.28E-06;0.0002515;1.88E-08;0.072642535;7.77E-05;3.89E-05;0.001513455;0.000470602;0.002189816;0.000455067;0.001102685;0.000757343
491;0.012628224;1.26E-06;0.0002437;1.91E-08;0.072151035;7.69E-05;3.85E-05;0.001503002;0.000464748;0.002162226;0.000449373;0.00108881;0.000743856
492;0.012466872;1.25E-06;0.0002368;1.93E-08;0.071663851;7.61E-05;3.81E-05;0.001492645;0.0004589;0.002134639;0.000443683;0.001074938;0.000731133
493;0.012296988;1.23E-06;0.0002298;1.95E-08;0.071180936;7.53E-05;3.77E-05;0.001482382;0.000452768;0.002105603;0.000437705;0.001060343;0.000717963
494;0.012127104;1.21E-06;0.000225;1.97E-08;0.070702244;7.46E-05;3.73E-05;0.001472212;0.00044664;0.00207657;0.00043173;0.00104575;0.000706663
495;0.01196316;1.20E-06;0.0002193;1.99E-08;0.070227729;7.38E-05;3.69E-05;0.001462136;0.00044072;0.002048548;0.000425961;0.001031664;0.00069485
496;0.011799216;1.18E-06;0.0002124;2.06E-08;0.069757347;7.31E-05;3.65E-05;0.00145215;0.000434806;0.00202053;0.000420195;0.001017581;0.000682018
497;0.011639808;1.16E-06;0.000206;2.12E-08;0.069291053;7.23E-05;3.62E-05;0.001442255;0.00042905;0.001993284;0.000414585;0.001003885;0.000669803
498;0.0114804;1.15E-06;0.0001998;2.19E-08;0.068828804;7.16E-05;3.58E-05;0.00143245;0.0004233;0.001966041;0.000408979;0.000990192;0.000657758
499;0.011392056;1.14E-06;0.0001942;2.26E-08;0.068370557;7.09E-05;3.55E-05;0.001422733;0.000419971;0.001950881;0.000405792;0.000982541;0.000649243
500;0.011303712;1.13E-06;0.0001906;2.32E-08;0.067916269;7.02E-05;3.51E-05;0.001413103;0.000416647;0.001935723;0.000402607;0.000974893;0.000642429
501;0.011212884;1.12E-06;0.0001875;2.40E-08;0.067465898;6.95E-05;3.48E-05;0.00140356;0.000413243;0.001920145;0.000399341;0.000967036;0.000635933
502;0.011122056;1.11E-06;0.0001828;2.47E-08;0.067019403;6.89E-05;3.44E-05;0.001394102;0.000409844;0.001904569;0.000396077;0.00095918;0.000628078
503;0.011073888;1.11E-06;0.0001776;2.54E-08;0.066576743;6.82E-05;3.41E-05;0.001384729;0.0004079;0.001896248;0.000394266;0.000954953;0.000621611
504;0.01102572;1.10E-06;0.0001724;2.61E-08;0.066137877;6.75E-05;3.38E-05;0.00137544;0.00040596;0.001887928;0.000392458;0.000950728;0.000615144
505;0.01089828;1.09E-06;0.0001683;2.68E-08;0.065702765;6.69E-05;3.35E-05;0.001366234;0.00040133;0.001866134;0.000387958;0.000939767;0.000606243
506;0.01077084;1.08E-06;0.0001648;2.77E-08;0.065271368;6.63E-05;3.31E-05;0.001357109;0.000396704;0.001844342;0.00038346;0.000928807;0.000597852
507;0.01078434;1.08E-06;0.000162;2.86E-08;0.064843647;6.56E-05;3.28E-05;0.001348065;0.000396875;0.001846512;0.000383756;0.00092983;0.000596045
508;0.01079784;1.08E-06;0.0001576;2.94E-08;0.064419563;6.50E-05;3.25E-05;0.001339102;0.00039705;0.001848684;0.000384055;0.000930854;0.000592879
509;0.010808424;1.08E-06;0.0001534;3.03E-08;0.063999078;6.44E-05;3.22E-05;0.001330217;0.000397131;0.001850362;0.000384257;0.000931633;0.000589759
510;0.010819008;1.08E-06;0.0001501;3.12E-08;0.063582156;6.38E-05;3.19E-05;0.001321411;0.000397215;0.001852042;0.000384462;0.000932413;0.000587404
511;0.010850112;1.09E-06;0.0001475;3.21E-08;0.063168758;6.32E-05;3.16E-05;0.001312683;0.000398001;0.001857212;0.000385367;0.00093494;0.000586516
512;0.010881216;1.09E-06;0.0001457;3.30E-08;0.062758848;6.26E-05;3.13E-05;0.001304031;0.000398792;0.001862384;0.000386273;0.000937468;0.000586308
513;0.010956492;1.10E-06;0.0001432;3.39E-08;0.062352391;6.21E-05;3.10E-05;0.001295455;0.000401088;0.001875067;0.000388685;0.000943752;0.000587383
514;0.011031768;1.10E-06;0.0001403;3.47E-08;0.061949349;6.15E-05;3.08E-05;0.001286954;0.000403388;0.001887752;0.000391098;0.000950039;0.000588117
515;0.011186316;1.12E-06;0.0001368;3.56E-08;0.061549689;6.09E-05;3.05E-05;0.001278527;0.000408388;0.001913915;0.000396209;0.000963065;0.00059171
516;0.011340864;1.13E-06;0.000133;3.61E-08;0.061153375;6.04E-05;3.02E-05;0.001270174;0.000413391;0.001940079;0.000401321;0.000976092;0.000595049
517;0.011748024;1.17E-06;0.0001298;3.66E-08;0.060760372;5.98E-05;2.99E-05;0.001261893;0.000426986;0.00200919;0.000415025;0.001010594;0.000609633
518;0.012155184;1.22E-06;0.000127;3.70E-08;0.060370648;5.93E-05;2.97E-05;0.001253684;0.000440586;0.002078303;0.000428731;0.001045097;0.000624558
519;0.01261224;1.26E-06;0.0001246;3.75E-08;0.059984167;5.88E-05;2.94E-05;0.001245547;0.000455886;0.002155899;0.000444135;0.001083843;0.000641943
520;0.013069296;1.31E-06;0.0001231;3.79E-08;0.059600898;5.83E-05;2.92E-05;0.001237479;0.000471189;0.002233497;0.000459542;0.001122591;0.000660094
521;0.013676256;1.37E-06;0.0001211;3.82E-08;0.059220806;5.78E-05;2.89E-05;0.001229481;0.000491592;0.002336581;0.000480047;0.001174082;0.00068419
522;0.014283216;1.43E-06;0.0001189;3.85E-08;0.058843861;5.73E-05;2.87E-05;0.001221552;0.000511999;0.002439666;0.000500554;0.001225575;0.000708116
523;0.015044292;1.50E-06;0.0001165;3.87E-08;0.058470029;5.68E-05;2.84E-05;0.001213691;0.00053765;0.002568953;0.000526303;0.001290169;0.000738423
524;0.015805368;1.58E-06;0.0001145;3.90E-08;0.05809928;5.63E-05;2.82E-05;0.001205898;0.000563304;0.002698241;0.000552054;0.001354765;0.000769069
525;0.016676712;1.67E-06;0.0001132;3.93E-08;0.057731582;5.58E-05;2.79E-05;0.001198171;0.00059271;0.002846277;0.000581556;0.001428735;0.000804997
526;0.017548056;1.75E-06;0.0001113;3.98E-08;0.057366903;5.53E-05;2.77E-05;0.00119051;0.00062212;0.002994314;0.00061106;0.001502707;0.000840415
527;0.018491328;1.85E-06;0.0001091;4.02E-08;0.057005215;5.49E-05;2.75E-05;0.001182915;0.000653979;0.00315458;0.000643012;0.001582794;0.000878634
528;0.0194346;1.94E-06;0.0001064;4.07E-08;0.056646486;5.44E-05;2.72E-05;0.001175384;0.000685841;0.003314848;0.000674965;0.001662882;0.000916429
