lambda_vector;mu_a_Oxy;mu_a_Deoxy;mu_a_Fat;mu_a_Water;mu_a_Mel;mu_a_Baseline;mu_a_StratumCorneum;mu_a_Epidermis;mu_a_PapiDermis;mu_a_UpBloodDermis;mu_a_RetiDermis;mu_a_DeepBloodDermis;mu_a_FatDermis
959;0.00064152;6.42E-08;0.0002133;4.40E-05;0.007764044;2.44E-05;3.42E-05;0.000183145;5.50E-05;0.00014034;5.90E-05;9.02E-05;0.000212968
960;0.00064044;6.40E-08;0.0002047;4.41E-05;0.007737145;2.44E-05;3.43E-05;0.000182637;5.51E-05;0.000140248;5.90E-05;9.02E-05;0.000205628
961;0.00063936;6.39E-08;0.0001975;4.43E-05;0.007710367;2.44E-05;3.44E-05;0.000182131;5.51E-05;0.000140156;5.91E-05;9.02E-05;0.000199477
962;0.00063828;6.38E-08;0.0001917;4.44E-05;0.00768371;2.44E-05;3.44E-05;0.000181628;5.52E-05;0.000140064;5.92E-05;9.03E-05;0.000194517
963;0.0006372;6.37E-08;0.000186;4.46E-05;0.007657172;2.44E-05;3.45E-05;0.000181128;5.52E-05;0.000139973;5.92E-05;9.03E-05;0.000189641
964;0.00063612;6.36E-08;0.0001808;4.48E-05;0.007630753;2.44E-05;3.46E-05;0.000180629;5.52E-05;0.000139881;5.93E-05;9.03E-05;0.000185191
965;0.000634824;6.35E-08;0.0001753;4.49E-05;0.007604453;2.44E-05;3.47E-05;0.000180134;5.53E-05;0.000139752;5.94E-05;9.03E-05;0.000180476
966;0.000633528;6.34E-08;0.0001693;4.51E-05;0.007578271;2.44E-05;3.47E-05;0.00017964;5.53E-05;0.000139624;5.94E-05;9.03E-05;0.000175336
967;0.000632016;6.32E-08;0.0001639;4.51E-05;0.007552205;2.44E-05;3.48E-05;0.00017913;5.53E-05;0.000139401;5.94E-05;9.02E-05;0.000170688
968;0.000630504;6.31E-08;0.0001589;4.52E-05;0.007526256;2.44E-05;3.48E-05;0.000178622;5.53E-05;0.000139179;5.94E-05;9.01E-05;0.000166379
969;0.000628992;6.29E-08;0.0001554;4.52E-05;0.007500423;2.44E-05;3.48E-05;0.000178116;5.52E-05;0.000138956;5.94E-05;9.00E-05;0.000163346
970;0.00062748;6.27E-08;0.0001528;4.53E-05;0.007474705;2.44E-05;3.49E-05;0.000177613;5.52E-05;0.000138733;5.94E-05;8.99E-05;0.000161077
971;0.000625968;6.26E-08;0.000151;4.53E-05;0.007449102;2.44E-05;3.49E-05;0.000177112;5.52E-05;0.000138511;5.94E-05;8.98E-05;0.000159489
972;0.000624456;6.24E-08;0.0001491;4.52E-05;0.007423612;2.44E-05;3.48E-05;0.000176577;5.51E-05;0.00013818;5.92E-05;8.96E-05;0.000157797
973;0.000622944;6.23E-08;0.0001463;4.51E-05;0.007398236;2.44E-05;3.48E-05;0.000176045;5.50E-05;0.000137849;5.91E-05;8.94E-05;0.00015534
974;0.000621432;6.21E-08;0.0001431;4.50E-05;0.007372972;2.44E-05;3.47E-05;0.000175514;5.49E-05;0.000137518;5.90E-05;8.92E-05;0.000152544
975;0.000619596;6.20E-08;0.0001413;4.49E-05;0.007347821;2.44E-05;3.46E-05;0.000174986;5.47E-05;0.000137131;5.88E-05;8.90E-05;0.000150923
976;0.00061776;6.18E-08;0.0001408;4.47E-05;0.007322781;2.44E-05;3.45E-05;0.000174445;5.46E-05;0.000136699;5.86E-05;8.87E-05;0.0001504
977;0.0006156;6.16E-08;0.0001414;4.45E-05;0.007297852;2.44E-05;3.44E-05;0.000173906;5.44E-05;0.000136212;5.84E-05;8.83E-05;0.000150799
978;0.00061344;6.13E-08;0.0001421;4.43E-05;0.007273033;2.44E-05;3.43E-05;0.000173369;5.42E-05;0.000135724;5.82E-05;8.80E-05;0.000151282
979;0.00061128;6.11E-08;0.0001423;4.41E-05;0.007248324;2.44E-05;3.42E-05;0.000172834;5.40E-05;0.000135237;5.80E-05;8.77E-05;0.00015134
980;0.00060912;6.09E-08;0.0001417;4.39E-05;0.007223723;2.44E-05;3.41E-05;0.000172302;5.39E-05;0.000134749;5.78E-05;8.74E-05;0.000150718
981;0.00060696;6.07E-08;0.0001407;4.35E-05;0.007199232;2.44E-05;3.40E-05;0.000171749;5.36E-05;0.000134195;5.75E-05;8.70E-05;0.000149745
982;0.0006048;6.05E-08;0.0001406;4.32E-05;0.007174848;2.44E-05;3.38E-05;0.000171199;5.34E-05;0.00013364;5.72E-05;8.66E-05;0.000149537
983;0.00060264;6.03E-08;0.000142;4.29E-05;0.007150571;2.44E-05;3.37E-05;0.000170651;5.32E-05;0.000133086;5.69E-05;8.62E-05;0.000150604
984;0.00060048;6.00E-08;0.0001441;4.26E-05;0.007126401;2.44E-05;3.35E-05;0.000170104;5.30E-05;0.000132531;5.66E-05;8.57E-05;0.000152266
985;0.000597888;5.98E-08;0.0001481;4.24E-05;0.007102337;2.44E-05;3.34E-05;0.000169584;5.28E-05;0.000131975;5.64E-05;8.54E-05;0.000155537
986;0.000595296;5.95E-08;0.0001524;4.22E-05;0.007078379;2.44E-05;3.33E-05;0.000169066;5.26E-05;0.000131419;5.61E-05;8.50E-05;0.000159062
987;0.000592272;5.92E-08;0.0001564;4.20E-05;0.007054526;2.44E-05;3.32E-05;0.000168551;5.24E-05;0.00013079;5.59E-05;8.46E-05;0.000162315
988;0.000589248;5.89E-08;0.0001607;4.18E-05;0.007030777;2.44E-05;3.31E-05;0.000168037;5.22E-05;0.00013016;5.57E-05;8.43E-05;0.000165822
989;0.000586224;5.86E-08;0.0001652;4.16E-05;0.007007132;2.44E-05;3.30E-05;0.000167525;5.20E-05;0.000129531;5.54E-05;8.39E-05;0.000169499
990;0.0005832;5.83E-08;0.0001716;4.15E-05;0.00698359;2.44E-05;3.29E-05;0.000167016;5.18E-05;0.000128901;5.52E-05;8.35E-05;0.000174791
991;0.000580176;5.80E-08;0.0001793;4.13E-05;0.006960151;2.44E-05;3.28E-05;0.000166508;5.16E-05;0.000128272;5.50E-05;8.31E-05;0.000181189
992;0.000577152;5.77E-08;0.0001891;4.08E-05;0.006936814;2.44E-05;3.26E-05;0.000165954;5.13E-05;0.000127498;5.46E-05;8.25E-05;0.000189347
993;0.000574128;5.74E-08;0.0001994;4.04E-05;0.006913579;2.44E-05;3.24E-05;0.000165403;5.10E-05;0.000126724;5.41E-05;8.20E-05;0.00019793
994;0.000571104;5.71E-08;0.0002087;4.00E-05;0.006890445;2.44E-05;3.22E-05;0.000164853;5.06E-05;0.000125951;5.37E-05;8.14E-05;0.000205663
995;0.00056808;5.68E-08;0.0002178;3.95E-05;0.006867412;2.44E-05;3.20E-05;0.000164306;5.03E-05;0.000125177;5.33E-05;8.08E-05;0.000213227
996;0.000565056;5.65E-08;0.0002272;3.92E-05;0.006844478;2.44E-05;3.18E-05;0.000163774;5.00E-05;0.000124443;5.30E-05;8.03E-05;0.000221051
997;0.000562032;5.62E-08;0.0002366;3.88E-05;0.006821644;2.44E-05;3.16E-05;0.000163244;4.97E-05;0.00012371;5.26E-05;7.98E-05;0.000228876
998;0.000559008;5.59E-08;0.0002464;3.84E-05;0.006798909;2.44E-05;3.14E-05;0.000162716;4.95E-05;0.000122976;5.23E-05;7.93E-05;0.000237041
999;0.000555984;5.56E-08;0.000256;3.81E-05;0.006776272;2.44E-05;3.12E-05;0.000162189;4.92E-05;0.000122243;5.19E-05;7.88E-05;0.000245036
1000;0.00055296;5.53E-08;0.0002654;3.77E-05;0.006753734;2.44E-05;3.11E-05;0.000161665;4.89E-05;0.000121509;5.15E-05;7.83E-05;0.000252861
1001;0.00054975;5.50E-08;0.0002751;3.72E-05;0.006731292;2.44E-05;3.08E-05;0.000161122;4.85E-05;0.000120682;5.11E-05;7.77E-05;0.000260923
1002;0.000546541;5.47E-08;0.000287;3.68E-05;0.006708948;2.44E-05;3.06E-05;0.000160581;4.82E-05;0.000119855;5.07E-05;7.71E-05;0.000270854
1003;0.000543331;5.43E-08;0.0002996;3.63E-05;0.0066867;2.44E-05;3.04E-05;0.000160042;4.79E-05;0.000119028;5.02E-05;7.65E-05;0.000281381
1004;0.000540122;5.40E-08;0.0003136;3.58E-05;0.006664548;2.44E-05;3.01E-05;0.000159505;4.75E-05;0.0001182;4.98E-05;7.59E-05;0.000293098
1005;0.000536912;5.37E-08;0.0003282;3.54E-05;0.006642491;2.44E-05;2.99E-05;0.00015897;4.72E-05;0.000117373;4.94E-05;7.53E-05;0.000305325
1006;0.000533702;5.34E-08;0.000343;3.49E-05;0.006620529;2.44E-05;2.97E-05;0.000158437;4.68E-05;0.000116546;4.89E-05;7.47E-05;0.000317721
1007;0.000530493;5.30E-08;0.0003579;3.44E-05;0.006598661;2.44E-05;2.94E-05;0.000157905;4.65E-05;0.000115719;4.85E-05;7.41E-05;0.000330203
1008;0.000527283;5.27E-08;0.0003735;3.39E-05;0.006576887;2.44E-05;2.92E-05;0.000157376;4.61E-05;0.000114892;4.80E-05;7.35E-05;0.00034328
1009;0.000524074;5.24E-08;0.0003894;3.35E-05;0.006555206;2.44E-05;2.89E-05;0.000156848;4.58E-05;0.000114064;4.76E-05;7.29E-05;0.000356611
1010;0.000520864;5.21E-08;0.0004057;3.31E-05;0.006533618;2.44E-05;2.88E-05;0.00015634;4.55E-05;0.000113292;4.72E-05;7.23E-05;0.000370292
1011;0.000517654;5.18E-08;0.0004222;3.27E-05;0.006512123;2.44E-05;2.86E-05;0.000155835;4.52E-05;0.00011252;4.69E-05;7.18E-05;0.000384143
1012;0.000514445;5.14E-08;0.0004388;3.23E-05;0.006490719;2.44E-05;2.84E-05;0.000155331;4.49E-05;0.000111748;4.65E-05;7.13E-05;0.000398079
1013;0.000511235;5.11E-08;0.0004554;3.20E-05;0.006469407;2.44E-05;2.82E-05;0.000154829;4.46E-05;0.000110976;4.61E-05;7.07E-05;0.000412015
1014;0.000508026;5.08E-08;0.0004722;3.16E-05;0.006448186;2.44E-05;2.80E-05;0.000154329;4.43E-05;0.000110204;4.57E-05;7.02E-05;0.00042612
1015;0.000504816;5.05E-08;0.0004877;3.12E-05;0.006427055;2.44E-05;2.78E-05;0.000153831;4.40E-05;0.000109432;4.54E-05;6.96E-05;0.000439121
1016;0.000501606;5.02E-08;0.0005024;3.08E-05;0.006406014;2.44E-05;2.76E-05;0.000153334;4.37E-05;0.000108659;4.50E-05;6.91E-05;0.000451442
1017;0.000498397;4.98E-08;0.0005152;3.05E-05;0.006385063;2.44E-05;2.74E-05;0.000152839;4.34E-05;0.000107887;4.46E-05;6.86E-05;0.000462148
1018;0.000495187;4.95E-08;0.0005279;3.01E-05;0.0063642;2.44E-05;2.72E-05;0.000152346;4.31E-05;0.000107115;4.42E-05;6.80E-05;0.000472769
1019;0.000491978;4.92E-08;0.0005386;2.97E-05;0.006343426;2.44E-05;2.71E-05;0.000151855;4.28E-05;0.000106343;4.39E-05;6.75E-05;0.00048169
1020;0.000488768;4.89E-08;0.0005481;2.93E-05;0.006322741;2.44E-05;2.69E-05;0.000151366;4.25E-05;0.000105571;4.35E-05;6.70E-05;0.000489591
1021;0.000485558;4.86E-08;0.0005561;2.89E-05;0.006302142;2.44E-05;2.67E-05;0.000150878;4.22E-05;0.000104799;4.31E-05;6.64E-05;0.000496216
1022;0.000482349;4.82E-08;0.0005631;2.84E-05;0.006281631;2.44E-05;2.64E-05;0.000150367;4.19E-05;0.000103951;4.27E-05;6.58E-05;0.00050198
1023;0.000479139;4.79E-08;0.0005683;2.79E-05;0.006261207;2.44E-05;2.62E-05;0.000149857;4.15E-05;0.000103103;4.22E-05;6.52E-05;0.000506213
1024;0.00047593;4.76E-08;0.0005734;2.74E-05;0.006240869;2.44E-05;2.59E-05;0.00014935;4.11E-05;0.000102255;4.17E-05;6.45E-05;0.000510361
1025;0.00047272;4.73E-08;0.000579;2.69E-05;0.006220617;2.44E-05;2.57E-05;0.000148844;4.08E-05;0.000101407;4.13E-05;6.39E-05;0.000514934
1026;0.00046951;4.70E-08;0.0005857;2.64E-05;0.00620045;2.44E-05;2.54E-05;0.000148339;4.04E-05;0.000100559;4.08E-05;6.33E-05;0.000520442
1027;0.000466301;4.66E-08;0.0005948;2.59E-05;0.006180368;2.44E-05;2.52E-05;0.000147837;4.00E-05;9.97E-05;4.03E-05;6.27E-05;0.000527991
1028;0.000463091;4.63E-08;0.000605;2.54E-05;0.006160371;2.44E-05;2.49E-05;0.000147336;3.97E-05;9.89E-05;3.99E-05;6.20E-05;0.000536474
1029;0.000459882;4.60E-08;0.0006164;2.49E-05;0.006140458;2.44E-05;2.47E-05;0.000146837;3.93E-05;9.80E-05;3.94E-05;6.14E-05;0.000545977
1030;0.000456672;4.57E-08;0.0006274;2.44E-05;0.006120628;2.44E-05;2.44E-05;0.000146339;3.90E-05;9.72E-05;3.90E-05;6.08E-05;0.00055514
1031;0.000453462;4.53E-08;0.0006389;2.40E-05;0.006100881;2.44E-05;2.42E-05;0.000145864;3.87E-05;9.64E-05;3.86E-05;6.02E-05;0.000564739
1032;0.000450253;4.50E-08;0.0006503;2.36E-05;0.006081218;2.44E-05;2.40E-05;0.000145391;3.83E-05;9.56E-05;3.82E-05;5.97E-05;0.000574253
1033;0.000447043;4.47E-08;0.000661;2.32E-05;0.006061636;2.44E-05;2.38E-05;0.000144919;3.80E-05;9.48E-05;3.78E-05;5.91E-05;0.000583171
1034;0.000443834;4.44E-08;0.0006717;2.28E-05;0.006042137;2.44E-05;2.36E-05;0.000144449;3.77E-05;9.40E-05;3.74E-05;5.86E-05;0.00059209
1035;0.000440624;4.41E-08;0.0006799;2.24E-05;0.006022719;2.44E-05;2.34E-05;0.000143981;3.74E-05;9.32E-05;3.70E-05;5.80E-05;0.000598884
1036;0.000437414;4.37E-08;0.0006871;2.20E-05;0.006003382;2.44E-05;2.32E-05;0.000143514;3.71E-05;9.25E-05;3.66E-05;5.75E-05;0.000604827
1037;0.000434205;4.34E-08;0.0006926;2.16E-05;0.005984125;2.44E-05;2.30E-05;0.000143049;3.68E-05;9.17E-05;3.62E-05;5.69E-05;0.000609326
1038;0.000430995;4.31E-08;0.000697;2.12E-05;0.005964949;2.44E-05;2.28E-05;0.000142585;3.65E-05;9.09E-05;3.59E-05;5.64E-05;0.000612889
1039;0.000427786;4.28E-08;0.0007004;2.08E-05;0.005945853;2.44E-05;2.26E-05;0.000142123;3.62E-05;9.01E-05;3.55E-05;5.58E-05;0.000615603
1040;0.000424576;4.25E-08;0.0007029;2.04E-05;0.005926836;2.44E-05;2.24E-05;0.000141663;3.59E-05;8.93E-05;3.51E-05;5.53E-05;0.000617552
1041;0.000421366;4.21E-08;0.0007018;2.01E-05;0.005907898;2.44E-05;2.22E-05;0.000141215;3.56E-05;8.86E-05;3.47E-05;5.48E-05;0.000616446
1042;0.000418157;4.18E-08;0.0006998;1.97E-05;0.005889039;2.44E-05;2.21E-05;0.000140769;3.53E-05;8.78E-05;3.44E-05;5.42E-05;0.000614575
1043;0.000414947;4.15E-08;0.0006967;1.94E-05;0.005870258;2.44E-05;2.19E-05;0.000140325;3.50E-05;8.71E-05;3.40E-05;5.37E-05;0.000611769
1044;0.000411738;4.12E-08;0.0006904;1.90E-05;0.005851555;2.44E-05;2.17E-05;0.000139882;3.48E-05;8.63E-05;3.37E-05;5.32E-05;0.000606244
1045;0.000408528;4.09E-08;0.000685;1.87E-05;0.005832929;2.44E-05;2.16E-05;0.00013944;3.45E-05;8.56E-05;3.33E-05;5.27E-05;0.000601483
1046;0.000405318;4.05E-08;0.0006792;1.84E-05;0.00581438;2.44E-05;2.14E-05;0.000139001;3.42E-05;8.48E-05;3.30E-05;5.22E-05;0.000596382
1047;0.000402109;4.02E-08;0.0006719;1.80E-05;0.005795908;2.44E-05;2.12E-05;0.000138562;3.39E-05;8.41E-05;3.26E-05;5.17E-05;0.000590006
1048;0.000398899;3.99E-08;0.0006662;1.77E-05;0.005777512;2.44E-05;2.10E-05;0.000138125;3.36E-05;8.33E-05;3.23E-05;5.12E-05;0.000584991
1049;0.00039569;3.96E-08;0.0006596;1.73E-05;0.005759192;2.44E-05;2.09E-05;0.00013769;3.33E-05;8.25E-05;3.19E-05;5.06E-05;0.00057921
1050;0.00039248;3.92E-08;0.0006504;1.70E-05;0.005740947;2.44E-05;2.07E-05;0.000137256;3.31E-05;8.18E-05;3.16E-05;5.01E-05;0.000571219
1051;0.00038927;3.89E-08;0.0006419;1.68E-05;0.005722778;2.44E-05;2.06E-05;0.000136858;3.29E-05;8.11E-05;3.13E-05;4.97E-05;0.00056384
1052;0.000386061;3.86E-08;0.0006348;1.66E-05;0.005704683;2.44E-05;2.05E-05;0.000136461;3.27E-05;8.05E-05;3.11E-05;4.93E-05;0.000557651
1053;0.000382851;3.83E-08;0.0006281;1.65E-05;0.005686663;2.44E-05;2.04E-05;0.000136066;3.25E-05;7.98E-05;3.09E-05;4.89E-05;0.000551802
1054;0.000379642;3.80E-08;0.0006212;1.63E-05;0.005668716;2.44E-05;2.03E-05;0.000135672;3.23E-05;7.92E-05;3.07E-05;4.86E-05;0.000545784
1055;0.000376432;3.76E-08;0.0006139;1.61E-05;0.005650843;2.44E-05;2.03E-05;0.000135279;3.21E-05;7.85E-05;3.04E-05;4.82E-05;0.000539425
1056;0.000373222;3.73E-08;0.0006045;1.59E-05;0.005633043;2.44E-05;2.02E-05;0.000134888;3.19E-05;7.79E-05;3.02E-05;4.78E-05;0.000531281
1057;0.000370013;3.70E-08;0.0005948;1.58E-05;0.005615316;2.44E-05;2.01E-05;0.000134499;3.17E-05;7.72E-05;3.00E-05;4.74E-05;0.000522882
1058;0.000366803;3.67E-08;0.0005867;1.56E-05;0.005597662;2.44E-05;2.00E-05;0.000134111;3.15E-05;7.66E-05;2.97E-05;4.70E-05;0.000515843
1059;0.000363594;3.64E-08;0.0005789;1.54E-05;0.00558008;2.44E-05;1.99E-05;0.000133724;3.13E-05;7.59E-05;2.95E-05;4.66E-05;0.000509059
1060;0.000360384;3.60E-08;0.0005705;1.54E-05;0.005562569;2.44E-05;1.99E-05;0.000133361;3.12E-05;7.54E-05;2.93E-05;4.63E-05;0.000501777
1061;0.000357174;3.57E-08;0.0005616;1.53E-05;0.00554513;2.44E-05;1.99E-05;0.000133;3.10E-05;7.48E-05;2.92E-05;4.59E-05;0.000494069
1062;0.000353965;3.54E-08;0.0005534;1.52E-05;0.005527761;2.44E-05;1.98E-05;0.000132641;3.09E-05;7.42E-05;2.90E-05;4.56E-05;0.000486957
1063;0.000350755;3.51E-08;0.0005445;1.52E-05;0.005510464;2.44E-05;1.98E-05;0.000132282;3.07E-05;7.36E-05;2.89E-05;4.53E-05;0.000479249
1064;0.000347546;3.48E-08;0.0005364;1.51E-05;0.005493237;2.44E-05;1.98E-05;0.000131925;3.06E-05;7.30E-05;2.87E-05;4.50E-05;0.000472222
1065;0.000344336;3.44E-08;0.0005303;1.50E-05;0.005476079;2.44E-05;1.97E-05;0.00013157;3.05E-05;7.24E-05;2.86E-05;4.47E-05;0.000466894
1066;0.000341126;3.41E-08;0.0005259;1.50E-05;0.005458992;2.44E-05;1.97E-05;0.000131216;3.03E-05;7.19E-05;2.84E-05;4.44E-05;0.000463012
1067;0.000337917;3.38E-08;0.0005224;1.49E-05;0.005441973;2.44E-05;1.97E-05;0.000130863;3.02E-05;7.13E-05;2.83E-05;4.41E-05;0.000459894
1068;0.000334707;3.35E-08;0.000518;1.49E-05;0.005425024;2.44E-05;1.96E-05;0.000130511;3.00E-05;7.07E-05;2.81E-05;4.37E-05;0.000456011
1069;0.000331498;3.31E-08;0.0005121;1.48E-05;0.005408143;2.44E-05;1.96E-05;0.000130161;2.99E-05;7.01E-05;2.80E-05;4.34E-05;0.000450854
1070;0.000328288;3.28E-08;0.0005065;1.49E-05;0.005391331;2.44E-05;1.96E-05;0.000129839;2.98E-05;6.96E-05;2.79E-05;4.32E-05;0.000445964
1071;0.000325078;3.25E-08;0.0005032;1.49E-05;0.005374586;2.44E-05;1.97E-05;0.000129517;2.97E-05;6.91E-05;2.79E-05;4.30E-05;0.00044303
1072;0.000321869;3.22E-08;0.0005025;1.50E-05;0.005357909;2.44E-05;1.97E-05;0.000129197;2.97E-05;6.86E-05;2.78E-05;4.27E-05;0.000442305
1073;0.000318659;3.19E-08;0.0005015;1.51E-05;0.005341299;2.44E-05;1.97E-05;0.000128878;2.96E-05;6.81E-05;2.77E-05;4.25E-05;0.000441325
1074;0.00031545;3.15E-08;0.0005005;1.51E-05;0.005324756;2.44E-05;1.98E-05;0.000128561;2.95E-05;6.76E-05;2.77E-05;4.23E-05;0.000440346
1075;0.00031224;3.12E-08;0.0004947;1.52E-05;0.005308279;2.44E-05;1.98E-05;0.000128245;2.94E-05;6.71E-05;2.76E-05;4.21E-05;0.000435286
1076;0.00030903;3.09E-08;0.0004878;1.53E-05;0.005291869;2.44E-05;1.98E-05;0.00012793;2.94E-05;6.66E-05;2.75E-05;4.18E-05;0.000429291
1077;0.000305821;3.06E-08;0.0004851;1.53E-05;0.005275524;2.44E-05;1.99E-05;0.000127617;2.93E-05;6.61E-05;2.75E-05;4.16E-05;0.000426867
1078;0.000302611;3.03E-08;0.0004841;1.54E-05;0.005259246;2.44E-05;1.99E-05;0.000127305;2.92E-05;6.56E-05;2.74E-05;4.14E-05;0.000425887
1079;0.000299402;2.99E-08;0.0004816;1.55E-05;0.005243032;2.44E-05;1.99E-05;0.000126994;2.91E-05;6.51E-05;2.74E-05;4.12E-05;0.000423633
1080;0.000296192;2.96E-08;0.0004811;1.57E-05;0.005226884;2.44E-05;2.00E-05;0.000126707;2.91E-05;6.46E-05;2.74E-05;4.10E-05;0.000423089
1081;0.000292982;2.93E-08;0.0004813;1.58E-05;0.0052108;2.44E-05;2.01E-05;0.000126422;2.91E-05;6.42E-05;2.74E-05;4.09E-05;0.000423141
1082;0.000289773;2.90E-08;0.0004798;1.60E-05;0.00519478;2.44E-05;2.02E-05;0.000126138;2.91E-05;6.38E-05;2.74E-05;4.07E-05;0.000421748
1083;0.000286563;2.87E-08;0.0004816;1.62E-05;0.005178824;2.44E-05;2.03E-05;0.000125855;2.91E-05;6.33E-05;2.74E-05;4.06E-05;0.00042316
1084;0.000283354;2.83E-08;0.0004804;1.64E-05;0.005162932;2.44E-05;2.04E-05;0.000125573;2.91E-05;6.29E-05;2.75E-05;4.04E-05;0.000422021
1085;0.000280144;2.80E-08;0.0004763;1.66E-05;0.005147104;2.44E-05;2.05E-05;0.000125293;2.90E-05;6.24E-05;2.75E-05;4.03E-05;0.000418418
1086;0.000276934;2.77E-08;0.0004755;1.68E-05;0.005131338;2.44E-05;2.06E-05;0.000125014;2.90E-05;6.20E-05;2.75E-05;4.01E-05;0.00041762
1087;0.000273725;2.74E-08;0.0004762;1.69E-05;0.005115635;2.44E-05;2.07E-05;0.000124736;2.90E-05;6.16E-05;2.75E-05;4.00E-05;0.000418097
1088;0.000270515;2.71E-08;0.0004771;1.71E-05;0.005099995;2.44E-05;2.08E-05;0.00012446;2.90E-05;6.11E-05;2.75E-05;3.99E-05;0.000418744
1089;0.000267306;2.67E-08;0.0004797;1.73E-05;0.005084416;2.44E-05;2.09E-05;0.000124185;2.90E-05;6.07E-05;2.75E-05;3.97E-05;0.000420835
1090;0.000264096;2.64E-08;0.0004801;1.75E-05;0.0050689;2.44E-05;2.10E-05;0.000123919;2.90E-05;6.03E-05;2.76E-05;3.96E-05;0.000421061
1091;0.000260886;2.61E-08;0.000478;1.77E-05;0.005053445;2.44E-05;2.11E-05;0.000123654;2.90E-05;5.99E-05;2.76E-05;3.95E-05;0.000419162
1092;0.000257677;2.58E-08;0.0004783;1.80E-05;0.005038051;2.44E-05;2.12E-05;0.000123391;2.90E-05;5.95E-05;2.77E-05;3.94E-05;0.000419303
1093;0.000254467;2.54E-08;0.0004783;1.82E-05;0.005022718;2.44E-05;2.13E-05;0.000123129;2.90E-05;5.91E-05;2.77E-05;3.92E-05;0.000419189
1094;0.000251258;2.51E-08;0.000479;1.84E-05;0.005007446;2.44E-05;2.14E-05;0.000122868;2.90E-05;5.86E-05;2.78E-05;3.91E-05;0.00041967
1095;0.000248048;2.48E-08;0.0004837;1.86E-05;0.004992234;2.44E-05;2.15E-05;0.000122609;2.90E-05;5.82E-05;2.78E-05;3.90E-05;0.000423551
1096;0.000244838;2.45E-08;0.0004876;1.89E-05;0.004977082;2.44E-05;2.16E-05;0.00012235;2.90E-05;5.78E-05;2.79E-05;3.89E-05;0.000426752
1097;0.000241629;2.42E-08;0.0004892;1.91E-05;0.00496199;2.44E-05;2.17E-05;0.000122093;2.90E-05;5.74E-05;2.79E-05;3.88E-05;0.000427998
1098;0.000238419;2.38E-08;0.0004911;1.93E-05;0.004946957;2.44E-05;2.19E-05;0.000121837;2.90E-05;5.70E-05;2.80E-05;3.87E-05;0.000429499
1099;0.00023521;2.35E-08;0.0004956;1.95E-05;0.004931984;2.44E-05;2.20E-05;0.000121582;2.90E-05;5.66E-05;2.80E-05;3.85E-05;0.00043321
1100;0.000232;2.32E-08;0.0005;1.99E-05;0.004917069;2.44E-05;2.21E-05;0.000121355;2.91E-05;5.63E-05;2.82E-05;3.85E-05;0.000436849
